City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,pavlovsk,50.4578,40.1081,286.92,66,35,1.25,RU,1686078565
363,fuerte olimpo,-21.0415,-57.8738,304.02,38,0,2.32,PY,1686078565
364,namsos,64.4662,11.4957,281.18,71,100,3.09,NO,1686078566
365,bandarbeyla,9.4942,50.8122,301.91,75,100,6.21,SO,1686078566
366,twon-brass,4.3151,6.2418,299.19,85,100,3.87,NG,1686078566
367,chak azam sahu,30.75,73.0333,301.58,47,0,2.86,PK,1686078566
368,arvayheer,46.2639,102.775,284.84,71,98,3.08,MN,1686078566
369,douz,33.4663,9.0203,296.92,65,80,8.32,TN,1686078567
370,hamilton,39.1834,-84.5333,303.26,35,0,7.72,US,1686078340
371,faaa,-17.55,-149.6,301.13,65,40,1.03,PF,1686078567
372,gilgit,35.9221,74.3087,294.6,39,100,1.93,PK,1686078567
373,akureyri,65.6835,-18.0878,280.28,88,100,1.22,IS,1686078567
374,mermoz boabab,14.7065,-17.4758,302.46,79,14,5.33,SN,1686078567
375,bucaramanga,7.1254,-73.1198,298.02,80,84,1.82,CO,1686078568
376,saarijarvi,62.7049,25.254,284.35,53,100,2.89,FI,1686078568
377,laojunmiao,39.8333,97.7333,288.69,29,0,1.75,CN,1686078568
378,kargasok,59.0556,80.8572,294.13,62,100,3.97,RU,1686078568
379,raseiniai,55.3736,23.1217,287.62,64,0,1.92,LT,1686078328
380,sao joao da barra,-21.6403,-41.0511,298.2,66,6,6.11,BR,1686078392
381,gadzhiyevo,69.2551,33.3362,277.18,69,100,7.09,RU,1686078368
382,luena,-11.7833,19.9167,289.65,43,0,1.15,AO,1686078569
383,amory,33.9843,-88.4881,304.37,58,20,2.57,US,1686078570
384,kijang,35.2442,129.2139,290.68,85,43,2.36,KR,1686078570
385,trapani,37.8333,12.6667,291.64,76,100,0.57,IT,1686078570
386,vezirkopru,41.1436,35.4547,289.42,94,14,1.49,TR,1686078570
387,crete,35.1558,24.895,288.38,82,31,1.81,GR,1686078570
388,nyurba,63.2842,118.3319,275.95,80,6,1.36,RU,1686078570
389,santana,-0.0583,-51.1817,304.25,70,20,4.63,BR,1686078114
390,emerald,-23.5333,148.1667,286.12,88,0,3.07,AU,1686078571
391,rongelap,11.1635,166.8941,300.93,82,100,8.05,MH,1686078571
392,ribeira brava,32.65,-17.0667,296.5,95,97,7.16,PT,1686078571
393,baicheng,45.6167,122.8167,291.45,54,100,3.5,CN,1686078571
394,chernyshevskiy,63.0128,112.4714,273.78,73,8,0.49,RU,1686078351
395,minas de marcona,-15.2119,-75.1103,292.66,55,1,4.46,PE,1686078398
396,grand falls-windsor,48.9332,-55.6649,286.21,90,100,3.13,CA,1686078395
397,don luan,11.5333,106.9167,296.76,98,100,1.38,VN,1686078572
398,howrah,22.5892,88.3103,305.15,70,20,5.14,IN,1686078572
399,can-avid,11.9953,125.4472,297.94,92,20,2.05,PH,1686078572
400,lerwick,60.1545,-1.1494,284.15,75,100,3.61,GB,1686078572
401,chernomorskoye,45.5039,32.6997,291.28,65,20,3.84,UA,1686078572
402,dubnany,48.9169,17.09,292.41,92,100,1.93,CZ,1686078572
403,shanghai,31.2222,121.4581,293.67,85,1,3.0,CN,1686078386
404,yangambi,0.8102,24.4336,297.8,73,27,0.51,CD,1686078573
405,nar'yan-mar,67.6713,53.087,277.82,85,97,6.37,RU,1686078344
406,tshabong,-26.05,22.45,291.18,19,0,4.67,BW,1686078573
407,trairi,-3.2778,-39.2689,299.81,83,5,4.19,BR,1686078573
408,yulinshi,38.2906,109.7494,295.14,29,100,2.21,CN,1686078573
409,ylitornio,66.3089,23.6773,281.63,64,100,1.53,FI,1686078574
410,slikkerveer,51.8837,4.6068,293.15,70,100,5.14,NL,1686078574
411,fisterra,42.9049,-9.2629,298.01,75,100,0.94,ES,1686078574
412,aflou,34.1128,2.1023,295.4,37,100,4.95,DZ,1686078574
413,north platte,41.1239,-100.7654,302.1,43,0,3.13,US,1686078574
414,ghadamis,30.1337,9.5007,300.69,29,27,6.52,LY,1686078574
415,langepas,61.2544,75.2124,288.84,46,3,2.47,RU,1686078574
416,polyarnyy,69.1989,33.4478,277.38,69,100,7.08,RU,1686078575
417,tocopilla,-22.092,-70.1979,293.34,68,15,3.18,CL,1686078123
418,formosa do rio preto,-11.0483,-45.1931,305.44,27,0,2.61,BR,1686078575
419,sechura,-5.5569,-80.8222,301.4,58,18,4.83,PE,1686078333
420,valparaiso,-33.0393,-71.6273,295.28,49,0,5.66,CL,1686078352
421,san antonio de pale,-1.4014,5.6325,298.63,82,100,5.07,GQ,1686078339
422,gunjur,13.2019,-16.7339,301.19,65,0,3.6,GM,1686078575
423,jaciara,-15.9653,-54.9683,303.7,22,6,1.36,BR,1686078575
424,lazaro cardenas,17.9583,-102.2,304.71,52,0,4.98,MX,1686078355
425,kruisfontein,-34.0033,24.7314,284.17,60,0,1.25,ZA,1686078401
426,kouango,4.9934,19.9619,299.36,66,68,1.42,CF,1686078576
427,prince george,53.9166,-122.753,291.07,35,0,0.89,CA,1686078576
428,stonehouse,51.75,-2.2833,288.38,67,75,5.14,GB,1686078576
429,las khorey,11.1595,48.1967,305.35,60,100,2.39,SO,1686078576
430,canutama,-6.5339,-64.3831,303.03,71,26,0.71,BR,1686078576
431,charlestown,-32.95,151.6667,286.86,95,0,2.0,AU,1686078491
432,estancia,-11.2683,-37.4383,299.5,75,18,3.35,BR,1686078577
433,tyup,42.7276,78.3648,285.06,83,99,1.6,KG,1686078577
434,tommot,58.9564,126.2925,283.51,77,93,1.56,RU,1686078577
435,pangody,65.85,74.4859,286.95,54,29,3.4,RU,1686078371
436,viveiro,43.6623,-7.5934,294.95,77,100,4.31,ES,1686078577
437,nelson bay,-32.7167,152.15,287.59,98,0,2.24,AU,1686078577
438,acarau,-2.8856,-40.12,301.3,75,0,5.34,BR,1686078357
439,zouerate,22.7187,-12.4521,308.75,14,0,5.33,MR,1686078548
440,yenisarbademli,37.7078,31.3864,289.67,68,41,4.06,TR,1686078578
441,loukhi,66.0764,33.0381,278.62,63,15,1.47,RU,1686078578
442,sarangani,5.4033,125.4636,301.8,76,94,4.54,PH,1686078578
443,aykhal,66.0,111.5,273.35,73,0,3.28,RU,1686078331
444,dudinka,69.4058,86.1778,279.61,61,8,2.95,RU,1686078353
445,batticaloa,7.7102,81.6924,301.56,77,100,1.61,LK,1686078249
446,olinda,-8.0089,-34.8553,300.0,78,75,4.63,BR,1686078503
447,mando,10.7167,6.5667,299.93,73,90,1.42,NG,1686078579
448,buenaventura,3.8801,-77.0312,301.72,80,76,1.89,CO,1686078579
449,zhanaozen,43.3,52.8,298.08,49,100,7.86,KZ,1686078411
450,opuwo,-18.0607,13.84,291.86,27,0,1.92,NA,1686078396
451,palmer,42.1584,-72.3287,296.93,74,95,7.92,US,1686078188
452,alofi,-19.0595,-169.9187,298.23,74,98,9.58,NU,1686078401
453,naryn,41.4287,75.9911,284.68,70,99,2.56,KG,1686078579
454,beyneu,45.3167,55.2,298.6,52,85,7.39,KZ,1686078579
455,stung treng,13.5259,105.9683,296.14,99,100,1.43,KH,1686078579
456,yinchuan,38.4681,106.2731,295.26,36,100,2.62,CN,1686078580
457,zuera,41.8677,-0.7898,300.97,42,100,1.4,ES,1686078580
458,concordia,-31.393,-58.0209,297.47,76,6,6.26,AR,1686078580
459,maceio,-9.6658,-35.7353,298.84,83,75,2.57,BR,1686078186
460,port hedland,-20.3167,118.5667,288.18,88,89,3.6,AU,1686078580
461,santa terezinha,-29.9002,-50.0904,292.49,74,4,4.97,BR,1686078580
462,vadso,70.0744,29.7487,278.64,65,75,5.66,NO,1686078408
463,lake havasu city,34.4839,-114.3224,306.61,11,0,4.47,US,1686078581
464,beledweyne,4.7358,45.2036,301.27,61,67,9.12,SO,1686078581
465,konstantinovsk,47.5828,41.0922,290.48,52,80,2.68,RU,1686078581
466,puerto deseado,-47.7503,-65.8938,284.58,36,0,14.09,AR,1686078581
467,wladyslawowo,54.7909,18.4009,291.9,73,6,1.92,PL,1686078337
468,yallahs,17.8748,-76.5624,306.94,77,100,4.86,JM,1686078581
469,kismayo,-0.3582,42.5454,299.42,79,92,6.09,SO,1686078356
470,sainte-anne-des-monts,49.124,-66.4924,282.49,96,100,10.32,CA,1686078582
471,freetown,8.484,-13.2299,300.31,82,100,2.98,SL,1686078582
472,camalu,30.85,-116.0667,291.58,54,0,5.11,MX,1686078582
473,tashtyp,52.7939,89.8983,289.76,71,0,0.63,RU,1686078582
474,vodnyy,63.5046,53.4095,280.49,69,10,1.49,RU,1686078582
475,ternate,0.8,127.4,300.4,81,67,2.51,ID,1686078582
476,inari,68.906,27.0288,280.26,59,100,2.1,FI,1686078582
477,port augusta,-32.5,137.7667,291.11,77,10,8.65,AU,1686078345
478,xai-xai,-25.0519,33.6442,294.02,94,35,1.4,MZ,1686078390
479,maria la baja,9.9832,-75.3016,301.73,82,100,2.8,CO,1686078583
480,gadani,25.1185,66.7299,303.27,88,14,5.18,PK,1686078387
481,tarawa,1.419,172.984,302.2,79,20,3.09,KI,1686078583
482,san borja,-14.8167,-66.85,303.97,49,4,1.49,BO,1686078583
483,sinabang,2.4803,96.3801,299.82,80,100,0.36,ID,1686078398
484,pingliang,35.5392,106.6861,291.35,50,100,2.34,CN,1686078583
485,ventspils,57.3894,21.5606,286.11,88,0,0.0,LV,1686078584
486,jwaneng,-24.6004,24.7303,289.34,21,0,2.4,BW,1686078584
487,dalbandin,28.8947,64.4101,304.83,7,0,3.12,PK,1686078584
488,selfoss,63.9331,-20.9971,282.62,64,33,5.66,IS,1686078343
489,mainvilliers,48.45,1.4561,296.4,72,17,4.5,FR,1686078584
490,saudarkrokur,65.7461,-19.6394,281.0,71,96,1.27,IS,1686078411
491,izyum,49.2088,37.2485,289.18,59,100,1.01,UA,1686078585
492,toliara,-23.35,43.6667,295.49,59,0,4.28,MG,1686078585
493,urangan,-25.3,152.9,292.08,76,23,5.44,AU,1686078585
494,kudahuvadhoo,2.6708,72.8944,301.74,76,53,4.84,MV,1686078585
495,road town,18.4167,-64.6167,304.2,74,40,3.6,VG,1686078329
496,mahibadhoo,3.7833,72.9667,301.8,75,100,6.27,MV,1686078342
497,basco,20.4487,121.9702,300.68,82,84,7.47,PH,1686078585
498,qarazhal,48.0078,70.7903,294.18,37,1,1.27,KZ,1686078336
499,nagqu,31.5,92.0,280.18,51,100,3.2,CN,1686078319
500,rabigh,22.7986,39.0349,304.3,62,41,2.05,SA,1686078586
501,biltine,14.5333,20.9167,303.0,45,100,8.65,TD,1686078586
502,mantua,45.1667,10.7833,294.73,83,9,2.24,IT,1686078586
503,tumpat,6.1978,102.171,299.05,87,99,1.46,MY,1686078586
504,tomatlan,19.9333,-105.25,306.31,39,0,4.65,MX,1686078586
505,argostolion,38.1811,20.489,295.19,64,0,3.6,GR,1686078423
506,yuzhno-kurilsk,44.0306,145.8556,283.15,96,100,3.04,RU,1686078587
507,achinsk,56.2694,90.4993,291.5,78,9,2.33,RU,1686078587
508,menongue,-14.6585,17.691,290.07,37,1,1.78,AO,1686078587
509,yangshuo,24.7808,110.4897,296.67,97,6,1.19,CN,1686078505
510,verkhnevilyuysk,63.4453,120.3167,278.77,73,81,2.12,RU,1686078587
511,usogorsk,63.4106,48.6872,279.38,85,16,2.14,RU,1686078397
512,codrington,-38.2667,141.9667,287.13,70,100,3.04,AU,1686078356
513,egilsstadir,65.2653,-14.3948,280.1,76,100,8.23,IS,1686078244
514,sarkand,45.41,79.9186,292.59,41,75,3.97,KZ,1686078588
515,partur,19.6,76.2167,306.3,29,2,3.9,IN,1686078588
516,kawerau,-38.1,176.7,282.8,79,22,2.6,NZ,1686078588
517,sao jose da coroa grande,-8.8978,-35.1478,299.65,80,53,2.29,BR,1686078489
518,kisangani,0.5167,25.2,298.39,73,86,0.64,CD,1686078397
519,baoqing,46.3317,132.2111,285.6,90,77,2.06,CN,1686078325
520,belmonte,-15.8631,-38.8828,298.27,64,61,4.75,BR,1686078259
521,jumla,29.2747,82.1838,283.95,86,10,1.77,NP,1686078589
522,mirny,62.5353,113.9611,274.93,74,9,0.95,RU,1686078589
523,luderitz,-26.6481,15.1594,285.7,87,0,5.35,NA,1686078367
524,lincheng,19.9078,109.6858,299.19,91,88,2.93,CN,1686078589
525,bubaque,11.2833,-15.8333,300.81,72,100,7.3,GW,1686078589
526,eagle mountain,40.3141,-112.0069,302.95,28,33,2.68,US,1686078379
527,alice town,25.7167,-79.3,299.67,76,100,4.31,BS,1686078590
528,danielskuil,-28.1887,23.5395,285.31,24,0,3.59,ZA,1686078590
529,copala,16.65,-98.9833,305.35,50,1,5.05,MX,1686078590
530,penzance,50.1186,-5.5371,288.53,80,0,4.61,GB,1686078590
531,naze,28.3667,129.4833,296.14,95,95,3.98,JP,1686078590
532,shimokizukuri,40.8061,140.3861,288.44,80,76,2.39,JP,1686078591
533,revda,56.801,59.9303,284.74,96,100,4.19,RU,1686078365
534,mora,11.0461,14.1401,299.67,67,100,4.64,CM,1686078591
535,weno,7.4515,151.8468,300.12,89,75,2.57,FM,1686078337
536,inda silase,14.1031,38.2829,292.29,67,76,1.47,ET,1686078591
537,zhezqazghan,47.7833,67.7667,297.95,29,91,3.07,KZ,1686078591
538,oriximina,-1.7656,-55.8661,300.99,76,96,1.34,BR,1686078384
539,coquimbo,-29.9533,-71.3436,288.0,82,40,5.14,CL,1686078011
540,ramadi,33.4226,43.3058,307.11,21,25,1.89,IQ,1686078592
541,nuuk,64.1835,-51.7216,274.49,100,100,11.32,GL,1686078347
542,kerouane,9.2667,-9.0167,300.0,67,100,0.73,GN,1686078592
543,el rama,12.1596,-84.2195,306.91,50,100,1.13,NI,1686078592
544,buala,-8.145,159.5921,299.62,84,97,1.34,SB,1686078581
545,juneau,58.3019,-134.4197,283.83,96,100,4.63,US,1686078592
546,bikenibeu village,1.3673,173.1241,302.13,79,20,3.09,KI,1686078592
547,chipinge,-20.1883,32.6236,286.95,86,0,1.89,ZW,1686078592
548,sandnessjoen,66.0217,12.6316,280.44,76,75,1.54,NO,1686078361
549,sao sepe,-30.1606,-53.5653,296.25,60,0,1.61,BR,1686078314
550,kiffa,16.6166,-11.4045,312.69,11,6,2.02,MR,1686078593
551,long beach,33.767,-118.1892,294.8,65,100,4.63,US,1686078526
552,turkeli,41.9476,34.3386,290.12,87,8,2.93,TR,1686078593
553,bereket,39.2446,55.5154,299.84,54,100,7.32,TM,1686078469
554,bongor,10.2806,15.3722,304.81,46,100,1.57,TD,1686078593
555,mogok,22.9167,96.5,292.84,95,100,1.09,MM,1686078594
556,key west,24.5557,-81.7826,303.15,70,0,3.09,US,1686078460
557,shalqar,47.8333,59.6,303.43,24,20,4.44,KZ,1686078394
558,maputo,-25.9653,32.5892,293.83,78,20,1.03,MZ,1686078594
559,rumbek,6.802,29.6912,298.87,68,100,1.22,SS,1686078594
560,timaru,-44.4,171.25,275.41,97,73,1.69,NZ,1686078594
561,kavieng,-2.5744,150.7967,300.55,81,71,3.59,PG,1686078396
562,bechar,31.6167,-2.2167,303.76,25,100,5.83,DZ,1686078594
563,masterton,-40.9597,175.6575,280.48,94,98,1.09,NZ,1686078367
564,tendukheda,23.4,79.55,306.58,27,37,2.54,IN,1686078595
565,valdivia,-39.8142,-73.2459,287.2,81,78,1.57,CL,1686078472
566,kaa-khem,51.6833,94.7333,290.84,58,4,1.44,RU,1686078595
567,gamboula,4.1178,15.1393,296.98,80,80,1.8,CF,1686078595
568,jinka,5.65,36.65,292.09,69,45,1.7,ET,1686078595
569,tupi paulista,-21.3811,-51.5706,298.46,38,0,2.51,BR,1686078546
570,bulawayo,-20.15,28.5833,288.76,66,0,3.52,ZW,1686078596
571,puerto aysen,-45.4,-72.7,281.17,76,100,6.69,CL,1686078532
572,cartagena del chaira,1.3349,-74.8429,297.07,89,94,1.82,CO,1686078596
573,cam ranh,11.9214,109.1591,300.13,89,75,0.0,VN,1686078258
574,igarka,67.4667,86.5833,283.61,55,9,1.48,RU,1686078596
575,zhigalovo,54.8097,105.1578,279.59,64,26,0.25,RU,1686078596
576,vieste,41.8825,16.175,294.02,77,100,0.84,IT,1686078596
577,asekeyevo,53.5742,52.7972,281.98,92,5,1.87,RU,1686078596
578,trenggalek,-8.05,111.7167,296.75,97,100,2.04,ID,1686078597
579,escuintla,14.305,-90.785,307.53,61,100,2.33,GT,1686078597
580,gantang,26.92,119.6333,296.99,98,99,0.08,CN,1686078597
581,nicoya,10.1483,-85.452,304.93,58,100,1.56,CR,1686078597
582,puerto santa,-8.9906,-78.6456,297.55,72,52,3.87,PE,1686078597
583,raholt,60.2667,11.1833,293.19,28,0,3.09,NO,1686078597
584,puerto carreno,6.189,-67.4859,297.4,92,100,3.37,CO,1686078597
585,west fargo,46.875,-96.9004,305.15,40,0,3.6,US,1686078598
586,susanville,40.4163,-120.653,295.99,47,0,3.13,US,1686078386
